email_id,sender_reply_mismatch,spf_result,dkim_result,dmarc_result,received_hop_count,has_auth_results_header,label
EML-2026-00540,0,pass,pass,pass,2,1,0
EML-2026-00541,0,softfail,fail,fail,3,1,1
EML-2026-00542,0,none,pass,pass,7,1,1
EML-2026-00543,0,pass,pass,pass,2,1,0
EML-2026-00544,1,softfail,none,pass,2,1,1
EML-2026-00545,0,pass,pass,fail,2,1,1
EML-2026-00546,1,pass,pass,pass,3,1,0
EML-2026-00547,0,pass,pass,pass,5,1,0
EML-2026-00548,0,pass,pass,none,4,0,1
EML-2026-00549,0,none,fail,pass,4,0,1
EML-2026-00550,1,fail,none,pass,4,1,1
EML-2026-00551,0,softfail,fail,fail,6,1,1
EML-2026-00552,1,pass,pass,fail,3,0,1
EML-2026-00553,0,fail,fail,fail,5,1,1
EML-2026-00554,0,pass,pass,pass,4,1,1
EML-2026-00555,1,softfail,pass,none,3,0,1
EML-2026-00556,0,pass,pass,pass,4,1,0
EML-2026-00557,0,pass,pass,pass,0,1,0
EML-2026-00558,0,pass,pass,pass,4,1,0
EML-2026-00559,1,pass,fail,none,8,1,1
EML-2026-00560,1,fail,fail,fail,2,0,1
EML-2026-00561,1,pass,pass,pass,1,0,1
EML-2026-00562,0,pass,none,pass,2,1,0
EML-2026-00563,0,pass,pass,pass,2,1,0
EML-2026-00564,0,pass,pass,pass,2,1,0
EML-2026-00565,0,pass,pass,pass,1,1,0
EML-2026-00566,1,pass,fail,fail,6,0,1
EML-2026-00567,0,pass,pass,pass,3,1,0
EML-2026-00568,0,pass,pass,fail,2,0,0
EML-2026-00569,0,pass,pass,fail,5,1,1
EML-2026-00570,0,pass,pass,pass,4,1,0
EML-2026-00571,0,fail,none,fail,3,1,1
EML-2026-00572,1,fail,fail,fail,9,0,1
EML-2026-00573,0,pass,pass,pass,3,1,0
EML-2026-00574,1,fail,fail,fail,4,1,1
EML-2026-00575,0,softfail,none,none,2,1,1
EML-2026-00576,1,pass,fail,none,3,1,1
EML-2026-00577,0,pass,pass,pass,4,0,0
EML-2026-00578,1,fail,none,fail,8,0,1
EML-2026-00579,0,pass,pass,pass,3,1,0
EML-2026-00580,0,softfail,pass,pass,2,1,0
EML-2026-00581,0,pass,pass,pass,5,1,0
EML-2026-00582,0,none,none,fail,2,1,1
EML-2026-00583,0,pass,fail,pass,3,1,0
EML-2026-00584,0,pass,fail,fail,1,1,0
EML-2026-00585,0,pass,pass,pass,3,1,1
EML-2026-00586,0,pass,fail,pass,1,1,0
EML-2026-00587,0,pass,pass,pass,0,1,0
EML-2026-00588,0,pass,pass,pass,2,1,0
EML-2026-00589,0,pass,pass,fail,2,1,0
EML-2026-00590,0,pass,pass,none,2,1,0
EML-2026-00591,0,pass,pass,pass,2,1,0
EML-2026-00592,0,pass,fail,pass,5,1,1
EML-2026-00593,0,fail,fail,pass,7,1,0
EML-2026-00594,1,pass,pass,pass,2,1,0
EML-2026-00595,1,softfail,pass,fail,2,0,1
EML-2026-00596,0,pass,fail,pass,3,1,0
EML-2026-00597,1,fail,pass,fail,2,0,1
EML-2026-00598,0,pass,pass,pass,2,1,0
EML-2026-00599,0,pass,pass,pass,2,1,0
EML-2026-00600,0,pass,pass,pass,0,1,0
EML-2026-00601,0,pass,pass,pass,1,0,0
EML-2026-00602,0,pass,pass,pass,4,1,0
EML-2026-00603,0,pass,pass,pass,2,1,0
EML-2026-00604,0,pass,pass,pass,2,1,0
EML-2026-00605,0,pass,pass,pass,0,1,0
EML-2026-00606,0,pass,pass,fail,3,1,0
EML-2026-00607,0,pass,pass,fail,1,1,0
EML-2026-00608,0,pass,pass,pass,10,1,0
EML-2026-00609,0,fail,none,fail,1,1,1
EML-2026-00610,0,fail,fail,fail,7,1,1
EML-2026-00611,0,softfail,pass,pass,3,1,0
EML-2026-00612,0,softfail,none,pass,1,1,1
EML-2026-00613,1,pass,fail,fail,2,1,1
EML-2026-00614,0,pass,pass,pass,3,1,0
EML-2026-00615,1,softfail,fail,fail,8,1,1
EML-2026-00616,0,softfail,fail,fail,1,1,1
EML-2026-00617,0,pass,pass,none,2,1,0
EML-2026-00618,0,pass,pass,pass,3,1,0
EML-2026-00619,0,fail,fail,none,3,1,1
EML-2026-00620,1,fail,fail,pass,5,0,1
EML-2026-00621,0,pass,fail,pass,1,1,0
EML-2026-00622,0,pass,pass,pass,1,1,0
EML-2026-00623,0,softfail,pass,pass,3,1,0
EML-2026-00624,0,pass,pass,pass,2,1,0
EML-2026-00625,1,fail,fail,pass,6,1,1
EML-2026-00626,0,pass,pass,pass,4,1,0
EML-2026-00627,0,pass,fail,pass,2,1,0
EML-2026-00628,0,fail,none,fail,3,0,1
EML-2026-00629,0,pass,pass,pass,1,1,0
EML-2026-00630,0,pass,pass,pass,3,1,0
EML-2026-00631,1,fail,none,none,4,1,1
EML-2026-00632,0,fail,none,fail,5,0,1
EML-2026-00633,1,softfail,fail,fail,10,1,1
EML-2026-00634,0,pass,fail,fail,3,1,1
EML-2026-00635,0,pass,pass,none,2,1,0
EML-2026-00636,0,pass,pass,pass,3,1,0
EML-2026-00637,1,fail,none,fail,6,1,1
EML-2026-00638,0,pass,pass,pass,6,1,0
EML-2026-00639,0,pass,pass,pass,2,1,0
EML-2026-00640,0,none,pass,pass,0,1,0
EML-2026-00641,0,pass,pass,pass,2,1,0
EML-2026-00642,0,pass,pass,fail,3,1,0
EML-2026-00643,0,pass,pass,pass,1,1,0
EML-2026-00644,0,pass,pass,fail,0,1,0
EML-2026-00645,0,pass,pass,fail,3,1,0
EML-2026-00646,0,pass,fail,fail,1,0,1
EML-2026-00647,0,none,fail,fail,4,1,1
EML-2026-00648,0,none,none,fail,8,1,1
EML-2026-00649,1,fail,pass,none,3,0,1
EML-2026-00650,0,pass,pass,pass,3,1,0
EML-2026-00651,0,pass,pass,pass,0,1,0
EML-2026-00652,1,softfail,fail,fail,9,0,1
EML-2026-00653,1,fail,none,none,5,0,1
EML-2026-00654,0,pass,fail,fail,3,1,1
EML-2026-00655,0,pass,pass,pass,4,1,0
EML-2026-00656,0,pass,pass,pass,1,1,0
EML-2026-00657,0,pass,pass,pass,1,1,0
EML-2026-00658,0,fail,pass,pass,1,1,0
EML-2026-00659,0,none,fail,none,2,1,1
EML-2026-00660,0,fail,fail,fail,6,1,1
EML-2026-00661,0,pass,pass,pass,2,1,0
EML-2026-00662,0,none,fail,fail,5,0,1
EML-2026-00663,0,pass,fail,fail,7,1,1
EML-2026-00664,0,pass,fail,pass,2,1,0
EML-2026-00665,0,pass,none,pass,4,1,0
EML-2026-00666,0,fail,pass,pass,2,1,0
EML-2026-00667,0,pass,pass,pass,1,1,0
EML-2026-00668,0,pass,pass,pass,0,0,0
EML-2026-00669,0,none,pass,pass,4,1,0
EML-2026-00670,0,pass,pass,pass,2,1,0
EML-2026-00671,0,pass,pass,pass,6,1,0
EML-2026-00672,1,pass,pass,pass,2,1,1
EML-2026-00673,0,pass,pass,pass,3,1,0
EML-2026-00674,1,fail,fail,fail,5,1,1
EML-2026-00675,0,pass,pass,pass,4,1,0
EML-2026-00676,0,fail,pass,pass,6,1,1
EML-2026-00677,0,pass,pass,pass,4,1,0
EML-2026-00678,0,pass,pass,pass,0,1,0
EML-2026-00679,0,softfail,pass,pass,1,1,1
EML-2026-00680,0,pass,fail,fail,6,0,1
EML-2026-00681,0,pass,fail,fail,4,1,1
EML-2026-00682,0,pass,pass,pass,1,1,0
EML-2026-00683,0,pass,pass,pass,5,1,0
EML-2026-00684,1,fail,pass,pass,3,0,1
EML-2026-00685,1,softfail,fail,pass,2,1,1
EML-2026-00686,1,fail,pass,fail,5,1,1
EML-2026-00687,1,fail,pass,fail,4,0,1
EML-2026-00688,0,pass,pass,pass,2,1,0
EML-2026-00689,0,pass,fail,none,4,1,1
EML-2026-00690,0,pass,pass,pass,6,1,0
EML-2026-00691,0,pass,pass,pass,4,1,0
EML-2026-00692,0,pass,pass,pass,2,1,0
EML-2026-00693,0,softfail,fail,fail,8,0,1
EML-2026-00694,0,pass,pass,pass,5,1,0
EML-2026-00695,1,pass,pass,pass,1,1,0
EML-2026-00696,1,fail,pass,pass,3,1,1
EML-2026-00697,0,softfail,pass,pass,5,1,0
EML-2026-00698,0,pass,pass,fail,5,0,1
EML-2026-00699,0,pass,pass,pass,2,1,0
EML-2026-00700,0,pass,pass,pass,4,1,0
EML-2026-00701,1,none,fail,pass,10,1,1
EML-2026-00702,0,pass,pass,none,0,1,0
EML-2026-00703,0,pass,pass,pass,3,1,0
EML-2026-00704,0,pass,pass,fail,3,1,0
EML-2026-00705,0,pass,pass,pass,3,1,0
EML-2026-00706,0,pass,fail,fail,4,1,1
EML-2026-00707,0,pass,pass,pass,6,1,0
EML-2026-00708,1,fail,fail,fail,7,1,1
EML-2026-00709,0,pass,pass,pass,1,1,0
EML-2026-00710,0,pass,fail,fail,3,0,1
EML-2026-00711,1,fail,fail,none,5,0,1
EML-2026-00712,1,pass,none,fail,4,1,1
EML-2026-00713,0,softfail,pass,pass,6,1,0
EML-2026-00714,0,pass,pass,pass,2,1,0
EML-2026-00715,0,pass,pass,pass,0,1,0
EML-2026-00716,1,fail,none,fail,6,0,1
EML-2026-00717,1,none,none,fail,5,1,1
EML-2026-00718,0,fail,fail,none,6,1,1
EML-2026-00719,0,pass,pass,pass,5,1,0
EML-2026-00720,1,fail,fail,pass,2,0,1
EML-2026-00721,1,softfail,fail,pass,3,1,1
EML-2026-00722,0,pass,pass,none,2,1,0
EML-2026-00723,0,pass,pass,pass,7,1,0
EML-2026-00724,0,pass,fail,none,3,0,1
EML-2026-00725,0,fail,fail,fail,4,1,1
EML-2026-00726,1,fail,fail,fail,4,0,1
EML-2026-00727,0,pass,pass,pass,2,1,0
EML-2026-00728,0,fail,fail,fail,2,1,1
EML-2026-00729,0,pass,pass,pass,4,1,0
EML-2026-00730,0,pass,pass,pass,3,1,0
EML-2026-00731,0,pass,pass,pass,6,1,0
EML-2026-00732,1,fail,fail,none,7,0,1
EML-2026-00733,1,softfail,none,none,4,0,1
EML-2026-00734,0,fail,pass,none,3,1,1
EML-2026-00735,0,pass,pass,pass,2,1,0
EML-2026-00736,1,softfail,pass,fail,3,0,1
EML-2026-00737,0,pass,pass,pass,3,1,0
EML-2026-00738,0,fail,none,none,5,1,1
EML-2026-00739,0,none,pass,pass,3,1,0
EML-2026-00740,0,softfail,pass,pass,1,1,0
EML-2026-00741,0,pass,pass,pass,2,1,0
EML-2026-00742,0,pass,pass,pass,2,0,0
EML-2026-00743,0,fail,none,fail,1,1,1
EML-2026-00744,0,pass,pass,fail,3,1,1
EML-2026-00745,0,pass,pass,pass,2,1,0
EML-2026-00746,1,fail,fail,none,3,1,1
EML-2026-00747,0,softfail,pass,pass,3,1,0
EML-2026-00748,1,softfail,pass,fail,5,0,1
EML-2026-00749,0,fail,fail,fail,6,0,1
EML-2026-00750,0,fail,pass,none,4,0,1
EML-2026-00751,1,pass,fail,pass,4,1,0
EML-2026-00752,0,pass,pass,fail,5,1,1
EML-2026-00753,0,pass,none,none,3,1,1
EML-2026-00754,0,pass,pass,pass,1,1,0
EML-2026-00755,0,pass,pass,none,2,1,0
EML-2026-00756,0,softfail,none,fail,2,1,1
EML-2026-00757,0,fail,none,fail,4,1,1
EML-2026-00758,1,pass,fail,pass,1,0,1
EML-2026-00759,1,pass,pass,fail,5,1,1
EML-2026-00760,0,fail,fail,fail,8,1,1
EML-2026-00761,0,fail,pass,none,5,0,0
EML-2026-00762,0,pass,pass,none,4,1,0
EML-2026-00763,0,pass,pass,none,2,1,0
EML-2026-00764,1,fail,pass,fail,2,1,1
EML-2026-00765,0,pass,pass,none,3,1,0
EML-2026-00766,0,none,fail,fail,6,0,1
EML-2026-00767,1,softfail,pass,none,5,1,1
EML-2026-00768,1,fail,fail,pass,5,0,1
EML-2026-00769,0,pass,pass,pass,3,1,0
EML-2026-00770,0,fail,fail,none,4,1,1
EML-2026-00771,0,pass,pass,none,3,1,0
EML-2026-00772,1,pass,fail,fail,8,1,1
EML-2026-00773,0,pass,pass,pass,2,1,0
EML-2026-00774,0,softfail,pass,pass,0,1,0
EML-2026-00775,0,fail,fail,fail,3,1,1
EML-2026-00776,0,pass,pass,pass,3,1,0
EML-2026-00777,0,fail,pass,pass,1,1,0
EML-2026-00778,1,pass,fail,pass,4,0,1
EML-2026-00779,1,pass,none,pass,6,1,1
EML-2026-00780,1,pass,pass,fail,4,1,1
EML-2026-00781,0,fail,none,pass,4,0,1
EML-2026-00782,0,fail,fail,fail,6,0,1
EML-2026-00783,0,pass,pass,pass,2,1,0
EML-2026-00784,0,pass,pass,pass,1,1,0
EML-2026-00785,0,pass,pass,pass,0,1,0
EML-2026-00786,0,softfail,none,fail,4,0,1
EML-2026-00787,0,pass,fail,fail,1,1,1
EML-2026-00788,0,pass,pass,pass,3,1,0
EML-2026-00789,0,pass,pass,pass,2,1,0
EML-2026-00790,1,fail,pass,none,3,1,1
EML-2026-00791,0,pass,pass,pass,2,1,0
EML-2026-00792,1,fail,fail,fail,7,1,1
EML-2026-00793,0,pass,none,fail,2,1,1
EML-2026-00794,0,softfail,fail,fail,1,1,1
EML-2026-00795,0,pass,pass,pass,0,1,0
EML-2026-00796,0,pass,fail,fail,6,1,1
EML-2026-00797,0,fail,fail,fail,2,0,1
EML-2026-00798,0,softfail,fail,pass,6,1,1
EML-2026-00799,0,pass,none,fail,6,0,1
EML-2026-00800,0,none,fail,fail,6,1,1
EML-2026-00801,0,none,pass,none,8,1,1
EML-2026-00802,0,pass,pass,none,5,1,0
EML-2026-00803,0,fail,pass,fail,5,1,1
EML-2026-00804,0,softfail,pass,none,5,1,1
EML-2026-00805,0,pass,pass,pass,7,1,0
EML-2026-00806,0,fail,none,none,9,1,1
EML-2026-00807,1,none,fail,none,6,1,1
EML-2026-00808,0,none,pass,pass,7,1,1
EML-2026-00809,0,softfail,pass,pass,3,1,0
EML-2026-00810,0,pass,pass,pass,1,1,0
EML-2026-00811,1,pass,pass,pass,3,1,1
EML-2026-00812,0,pass,pass,fail,7,1,1
EML-2026-00813,0,pass,pass,fail,4,1,0
EML-2026-00814,0,fail,none,none,8,1,1
EML-2026-00815,0,fail,pass,fail,6,1,1
EML-2026-00816,1,fail,pass,none,1,1,1
EML-2026-00817,0,softfail,none,none,8,0,1
EML-2026-00818,0,pass,pass,pass,0,1,0
EML-2026-00819,0,pass,fail,pass,1,1,0
EML-2026-00820,0,pass,pass,pass,4,0,0
EML-2026-00821,1,pass,pass,pass,5,1,1
EML-2026-00822,0,pass,pass,pass,1,1,0
EML-2026-00823,0,pass,pass,pass,4,1,0
EML-2026-00824,0,pass,pass,pass,4,1,0
EML-2026-00825,1,pass,fail,none,2,1,1
EML-2026-00826,1,pass,pass,fail,12,1,1
EML-2026-00827,0,pass,pass,fail,2,1,0
EML-2026-00828,0,pass,pass,pass,1,1,0
EML-2026-00829,0,none,fail,none,4,1,1
EML-2026-00830,0,pass,pass,pass,3,1,0
EML-2026-00831,0,pass,pass,pass,1,1,0
EML-2026-00832,0,pass,pass,fail,3,1,0
EML-2026-00833,0,pass,pass,pass,0,1,0
EML-2026-00834,0,pass,pass,pass,6,1,0
EML-2026-00835,0,fail,pass,pass,1,1,0
EML-2026-00836,0,pass,pass,pass,1,1,0
EML-2026-00837,1,none,none,none,2,1,1
EML-2026-00838,0,pass,pass,pass,1,1,0
EML-2026-00839,1,fail,pass,none,4,1,1
EML-2026-00840,1,softfail,none,pass,4,0,1
EML-2026-00841,0,pass,pass,pass,1,1,0
EML-2026-00842,0,softfail,pass,pass,5,0,1
EML-2026-00843,0,pass,pass,pass,4,1,0
EML-2026-00844,0,softfail,fail,pass,6,1,1
EML-2026-00845,0,pass,pass,pass,2,1,0
EML-2026-00846,0,pass,pass,pass,4,1,0
EML-2026-00847,0,pass,pass,pass,3,1,0
EML-2026-00848,1,fail,pass,fail,8,1,1
EML-2026-00849,1,fail,pass,pass,5,1,1
EML-2026-00850,1,fail,fail,pass,5,1,1
EML-2026-00851,0,fail,pass,pass,1,1,0
EML-2026-00852,0,fail,pass,fail,4,1,1
EML-2026-00853,0,pass,pass,pass,1,1,0
EML-2026-00854,0,pass,fail,pass,3,1,1
EML-2026-00855,0,softfail,pass,pass,4,1,0
EML-2026-00856,0,pass,pass,pass,1,1,0
EML-2026-00857,0,pass,pass,pass,1,1,0
EML-2026-00858,0,pass,pass,fail,1,1,0
EML-2026-00859,0,pass,pass,fail,2,0,1
EML-2026-00860,0,pass,pass,pass,2,1,0
EML-2026-00861,1,pass,fail,fail,5,1,1
EML-2026-00862,0,pass,pass,pass,3,1,0
EML-2026-00863,0,fail,none,none,9,0,1
EML-2026-00864,0,pass,pass,pass,7,1,0
EML-2026-00865,0,fail,pass,pass,0,1,0
EML-2026-00866,0,fail,pass,fail,5,0,1
EML-2026-00867,0,pass,pass,pass,6,1,0
EML-2026-00868,1,pass,none,pass,1,1,0
EML-2026-00869,1,fail,fail,fail,2,1,1
EML-2026-00870,1,fail,none,pass,10,1,1
EML-2026-00871,0,fail,pass,pass,0,1,0
EML-2026-00872,0,pass,pass,pass,2,1,0
EML-2026-00873,1,fail,fail,none,7,1,1
EML-2026-00874,0,pass,pass,pass,2,1,0
EML-2026-00875,0,pass,pass,pass,1,1,0
EML-2026-00876,0,pass,pass,pass,3,1,0
EML-2026-00877,0,fail,pass,fail,6,0,1
EML-2026-00878,1,fail,pass,none,7,1,1
EML-2026-00879,0,pass,pass,pass,1,1,0
EML-2026-00880,0,pass,pass,pass,1,1,0
EML-2026-00881,0,pass,pass,none,2,1,0
EML-2026-00882,0,softfail,pass,none,8,1,1
EML-2026-00883,0,softfail,pass,pass,2,1,0
EML-2026-00884,0,pass,pass,pass,2,1,0
EML-2026-00885,0,pass,fail,fail,4,1,1
EML-2026-00886,0,softfail,pass,pass,1,1,0
EML-2026-00887,1,softfail,fail,none,2,1,1
EML-2026-00888,0,pass,fail,pass,4,1,0
EML-2026-00889,0,pass,pass,pass,5,1,0
EML-2026-00890,0,pass,pass,pass,1,1,0
EML-2026-00891,1,pass,fail,none,9,0,1
EML-2026-00892,0,pass,pass,none,5,1,1
EML-2026-00893,0,none,fail,none,4,0,1
EML-2026-00894,0,pass,none,pass,1,1,0
EML-2026-00895,0,fail,none,none,8,1,1
EML-2026-00896,0,pass,pass,pass,3,1,0
EML-2026-00897,0,pass,pass,pass,8,1,0
EML-2026-00898,0,softfail,none,fail,3,1,1
EML-2026-00899,0,softfail,pass,pass,4,1,0
EML-2026-00900,0,pass,pass,none,4,1,0
EML-2026-00901,0,softfail,pass,pass,2,1,0
EML-2026-00902,0,pass,pass,pass,2,1,0
EML-2026-00903,0,pass,pass,pass,4,1,0
EML-2026-00904,0,fail,none,fail,5,1,1
EML-2026-00905,0,pass,pass,none,2,1,0
EML-2026-00906,1,none,pass,fail,2,1,1
EML-2026-00907,1,fail,pass,pass,4,0,1
EML-2026-00908,0,pass,pass,pass,2,1,0
EML-2026-00909,0,pass,pass,pass,1,1,0
EML-2026-00910,0,pass,pass,pass,2,1,0
EML-2026-00911,1,pass,fail,pass,10,0,1
EML-2026-00912,0,pass,pass,pass,2,1,0
EML-2026-00913,0,softfail,pass,pass,3,1,1
EML-2026-00914,0,pass,pass,none,1,1,0
EML-2026-00915,1,fail,pass,fail,2,1,1
EML-2026-00916,0,pass,pass,pass,4,1,0
EML-2026-00917,0,pass,pass,fail,1,1,0
EML-2026-00918,0,fail,pass,fail,3,1,1
EML-2026-00919,0,pass,fail,fail,7,1,1
EML-2026-00920,0,pass,pass,pass,3,1,0
EML-2026-00921,1,pass,pass,none,4,1,1
EML-2026-00922,0,pass,pass,fail,4,1,0
EML-2026-00923,0,fail,fail,fail,2,1,1
EML-2026-00924,1,fail,pass,none,2,1,1
EML-2026-00925,0,pass,pass,pass,3,1,0
EML-2026-00926,0,pass,pass,pass,5,1,0
EML-2026-00927,0,pass,pass,fail,2,1,0
EML-2026-00928,1,softfail,fail,fail,6,1,1
EML-2026-00929,1,pass,pass,none,4,1,1
EML-2026-00930,0,pass,pass,pass,3,1,0
EML-2026-00931,0,pass,pass,pass,0,1,0
EML-2026-00932,1,pass,fail,none,2,1,1
EML-2026-00933,1,softfail,fail,pass,4,1,1
EML-2026-00934,1,none,none,none,10,1,1
EML-2026-00935,0,pass,pass,none,1,1,0
EML-2026-00936,0,pass,none,fail,3,1,0
EML-2026-00937,0,pass,pass,pass,1,0,0
EML-2026-00938,0,fail,none,fail,3,1,1
EML-2026-00939,0,pass,pass,fail,3,1,0
EML-2026-00940,1,softfail,fail,fail,4,0,1
EML-2026-00941,0,pass,pass,pass,5,1,0
EML-2026-00942,0,fail,fail,none,4,1,1
EML-2026-00943,0,fail,none,fail,6,1,1
EML-2026-00944,0,softfail,fail,none,1,1,1
EML-2026-00945,0,pass,none,pass,1,1,0
EML-2026-00946,0,pass,pass,pass,4,1,0
EML-2026-00947,0,softfail,pass,pass,1,1,0
EML-2026-00948,0,softfail,pass,fail,6,1,1
EML-2026-00949,0,none,none,fail,6,1,1
EML-2026-00950,1,fail,fail,pass,8,1,1
EML-2026-00951,0,pass,fail,none,4,0,1
EML-2026-00952,0,softfail,fail,fail,9,0,1
EML-2026-00953,0,pass,pass,pass,5,1,0
EML-2026-00954,0,fail,none,fail,4,1,1
EML-2026-00955,1,pass,pass,pass,1,1,0
EML-2026-00956,0,pass,pass,pass,2,1,0
EML-2026-00957,0,fail,pass,pass,3,1,1
EML-2026-00958,0,pass,pass,pass,1,1,0
EML-2026-00959,0,pass,pass,pass,2,1,0
EML-2026-00960,1,softfail,pass,pass,4,1,1
EML-2026-00961,0,pass,pass,pass,4,1,0
EML-2026-00962,1,pass,fail,pass,4,1,1
EML-2026-00963,0,pass,pass,pass,3,1,0
EML-2026-00964,0,pass,pass,pass,2,1,0
EML-2026-00965,0,fail,none,pass,3,1,0
EML-2026-00966,0,pass,none,pass,1,1,0
EML-2026-00967,0,softfail,pass,pass,3,1,1
EML-2026-00968,0,pass,pass,fail,0,1,0
EML-2026-00969,1,fail,fail,none,5,1,1
EML-2026-00970,0,pass,pass,pass,4,1,0
EML-2026-00971,0,fail,pass,none,6,1,1
EML-2026-00972,0,pass,fail,fail,5,1,1
EML-2026-00973,0,pass,fail,pass,3,1,1
EML-2026-00974,0,pass,pass,pass,3,1,0
EML-2026-00975,0,pass,pass,pass,2,1,0
EML-2026-00976,0,pass,pass,pass,1,1,0
EML-2026-00977,0,fail,fail,fail,4,1,1
EML-2026-00978,0,pass,pass,pass,2,1,0
EML-2026-00979,0,pass,pass,pass,0,1,0
EML-2026-00980,1,none,pass,fail,4,1,1
EML-2026-00981,0,pass,pass,pass,2,1,0
EML-2026-00982,0,pass,fail,none,5,1,1
EML-2026-00983,0,pass,pass,pass,5,1,0
EML-2026-00984,0,pass,pass,pass,1,1,0
EML-2026-00985,0,fail,fail,fail,2,0,1
EML-2026-00986,0,pass,fail,pass,3,1,0
EML-2026-00987,1,softfail,fail,fail,5,0,1
EML-2026-00988,0,pass,pass,pass,1,1,0
EML-2026-00989,0,pass,pass,pass,1,1,0
EML-2026-00990,1,pass,pass,fail,7,1,1
EML-2026-00991,1,fail,none,fail,3,0,1
EML-2026-00992,0,none,fail,pass,9,1,1
EML-2026-00993,0,pass,pass,pass,3,1,0
EML-2026-00994,0,pass,pass,fail,6,1,1
EML-2026-00995,0,pass,pass,pass,2,1,0
EML-2026-00996,0,pass,fail,fail,2,1,0
EML-2026-00997,0,fail,pass,fail,2,0,1
EML-2026-00998,0,pass,pass,pass,0,1,0
EML-2026-00999,0,none,none,fail,3,0,1
EML-2026-01000,0,pass,pass,pass,4,1,0
