email_id,email_length,word_count,html_ratio,url_count,ip_count,attachment_count,urgency_keyword_count,credential_request_flag,financial_request_flag,is_shortened_url_present,label
EML-2026-00407,1357,222,0.3261,0,0,0,0,0,0,0,0
EML-2026-00408,969,187,0.4928,1,1,0,0,0,0,0,0
EML-2026-00409,878,148,0.5668,1,0,0,2,0,0,1,1
EML-2026-00410,473,87,0.9067,0,0,0,0,0,0,0,0
EML-2026-00411,659,125,0.9488,1,0,0,1,0,0,0,0
EML-2026-00412,910,163,0.3001,3,0,2,3,0,1,1,1
EML-2026-00413,995,160,0.7179,1,0,1,0,1,1,0,1
EML-2026-00414,463,82,0.4213,4,1,1,0,1,1,0,1
EML-2026-00415,661,107,0.1069,3,0,1,2,1,0,0,1
EML-2026-00416,638,122,0.1079,3,0,0,0,0,0,0,0
EML-2026-00417,629,102,0.4915,1,0,0,1,0,0,0,0
EML-2026-00418,434,81,0.5151,1,0,1,0,0,0,1,0
EML-2026-00419,1341,222,0.1192,2,0,2,1,1,0,1,1
EML-2026-00420,653,111,0.6839,2,0,0,2,1,0,0,1
EML-2026-00421,496,77,0.3499,1,0,1,2,0,0,0,1
EML-2026-00422,1354,242,0.5759,1,0,0,2,1,0,0,1
EML-2026-00423,1162,227,0.3558,1,1,0,0,0,1,0,0
EML-2026-00424,697,138,0.2421,0,0,0,0,0,0,0,0
EML-2026-00425,315,50,0.4461,0,0,0,1,1,0,0,0
EML-2026-00426,597,103,0.2974,3,0,0,2,1,1,0,1
EML-2026-00427,339,55,0.5546,2,0,0,1,1,0,0,0
EML-2026-00428,853,159,0.269,2,0,0,3,0,0,0,1
EML-2026-00429,532,96,0.5321,0,1,0,0,0,0,1,0
EML-2026-00430,652,129,0.2338,2,0,0,0,0,0,0,0
EML-2026-00431,1256,194,0.6703,0,0,2,0,0,0,1,0
EML-2026-00432,567,94,0.7408,4,0,0,1,1,0,0,1
EML-2026-00433,840,131,0.1938,3,0,0,2,0,0,0,1
EML-2026-00434,882,163,0.4976,2,0,0,2,0,0,0,0
EML-2026-00435,1042,176,0.1602,1,0,0,0,0,0,0,0
EML-2026-00436,684,113,0.6085,5,1,1,0,0,0,0,1
EML-2026-00437,608,111,0.3247,1,1,0,0,0,0,0,0
EML-2026-00438,653,104,0.5485,2,0,1,1,1,1,1,1
EML-2026-00439,810,126,0.5398,4,1,0,4,1,0,0,1
EML-2026-00440,1142,180,0.8857,1,1,0,1,0,0,0,0
EML-2026-00441,592,96,0.5667,0,0,0,1,0,0,0,0
EML-2026-00442,287,52,0.5955,2,0,0,0,0,0,0,1
EML-2026-00443,921,169,0.4414,1,0,0,1,0,0,0,0
EML-2026-00444,677,105,0.9067,0,1,0,2,0,1,0,0
EML-2026-00445,854,170,0.7606,3,0,0,1,1,0,0,1
EML-2026-00446,394,64,0.3426,4,0,0,2,0,1,0,1
EML-2026-00447,583,96,0.8176,0,1,2,2,0,1,0,1
EML-2026-00448,942,158,0.4675,3,0,0,3,1,0,0,1
EML-2026-00449,393,60,0.8044,2,0,0,0,0,0,0,0
EML-2026-00450,789,144,0.7995,0,0,0,0,0,0,1,0
EML-2026-00451,700,127,0.2605,4,0,0,0,1,1,0,1
EML-2026-00452,540,105,0.696,3,0,0,1,0,1,1,1
EML-2026-00453,475,83,0.347,0,0,1,1,0,0,0,0
EML-2026-00454,485,89,0.3529,2,1,2,1,1,0,1,1
EML-2026-00455,676,122,0.3519,1,0,0,0,0,0,0,0
EML-2026-00456,706,112,0.7167,0,0,0,0,0,0,0,0
EML-2026-00457,570,89,0.2954,0,0,0,0,0,0,0,0
EML-2026-00458,425,80,0.1008,1,1,0,1,0,0,0,0
EML-2026-00459,780,140,0.708,0,0,0,0,0,0,0,0
EML-2026-00460,928,145,0.2455,2,0,0,0,0,0,1,0
EML-2026-00461,836,164,0.1888,2,0,0,0,0,0,0,0
EML-2026-00462,1430,278,0.3019,0,0,0,2,0,1,1,1
EML-2026-00463,663,126,0.4229,1,0,0,2,1,0,1,1
EML-2026-00464,1147,194,0.5045,2,0,0,1,0,1,1,1
EML-2026-00465,558,106,0.1379,1,1,0,2,0,0,1,1
EML-2026-00466,477,73,0.925,1,0,0,1,0,0,0,0
EML-2026-00467,692,122,0.7087,0,0,1,1,0,0,0,0
EML-2026-00468,1245,216,0.3747,2,0,0,1,1,0,1,1
EML-2026-00469,587,109,0.3709,0,0,1,0,0,0,0,0
EML-2026-00470,394,69,0.4813,3,0,0,0,0,1,1,1
EML-2026-00471,921,153,0.6323,0,0,0,0,0,1,0,0
EML-2026-00472,690,112,0.2244,1,1,0,1,1,1,0,1
EML-2026-00473,741,120,0.2606,0,0,0,0,0,0,0,0
EML-2026-00474,536,91,0.8305,2,0,1,3,0,0,1,1
EML-2026-00475,739,116,0.3178,4,0,0,1,1,0,0,1
EML-2026-00476,413,66,0.4232,0,0,0,1,1,1,0,1
EML-2026-00477,1299,211,0.8406,0,0,0,0,0,0,0,0
EML-2026-00478,1039,204,0.6637,2,3,2,1,1,0,1,1
EML-2026-00479,727,145,0.3905,4,1,0,2,0,0,1,1
EML-2026-00480,961,180,0.6811,0,0,2,0,1,1,1,1
EML-2026-00481,559,93,0.1167,1,0,1,2,1,0,0,1
EML-2026-00482,1021,181,0.7253,2,1,0,2,1,1,0,1
EML-2026-00483,577,102,0.514,1,0,1,0,0,0,0,0
EML-2026-00484,611,96,0.7912,2,0,2,1,1,0,0,1
EML-2026-00485,497,78,0.9114,4,0,0,2,1,0,1,1
EML-2026-00486,827,129,0.8869,2,0,0,3,1,0,0,1
EML-2026-00487,666,121,0.8729,1,0,0,1,0,1,0,0
EML-2026-00488,1111,184,0.5353,0,0,0,0,0,0,0,0
EML-2026-00489,477,88,0.4061,2,0,0,1,0,0,0,1
EML-2026-00490,828,156,0.4953,4,0,0,0,1,1,1,1
EML-2026-00491,1027,194,0.6864,0,0,0,0,0,0,0,0
EML-2026-00492,1685,305,0.8514,2,0,0,2,1,0,1,1
EML-2026-00493,711,125,0.2759,1,0,0,0,0,0,0,0
EML-2026-00494,573,91,0.8805,0,0,1,0,0,1,0,0
EML-2026-00495,704,135,0.7929,1,0,1,0,0,0,0,0
EML-2026-00496,1075,176,0.932,3,0,0,0,0,0,0,0
EML-2026-00497,1125,194,0.8482,3,0,0,1,0,0,1,1
EML-2026-00498,629,115,0.3379,2,0,0,1,1,0,0,0
EML-2026-00499,1117,194,0.1901,3,0,2,1,0,0,0,1
EML-2026-00500,704,129,0.1954,1,1,0,0,0,1,0,1
EML-2026-00501,957,162,0.3475,2,1,0,3,0,1,0,1
EML-2026-00502,864,152,0.6221,1,0,1,2,1,0,1,1
EML-2026-00503,564,107,0.7837,1,1,1,0,1,0,0,0
EML-2026-00504,503,97,0.8644,0,0,1,1,1,0,0,1
EML-2026-00505,1088,186,0.6302,2,0,1,1,1,0,1,1
EML-2026-00506,1154,181,0.1048,1,0,0,0,0,0,0,0
EML-2026-00507,821,148,0.2584,4,1,0,2,1,0,0,1
EML-2026-00508,703,115,0.1848,1,0,0,2,0,1,0,1
EML-2026-00509,456,76,0.4088,1,0,0,2,0,0,0,1
EML-2026-00510,1077,168,0.5261,1,0,1,3,0,0,1,1
EML-2026-00511,786,126,0.1369,4,1,0,3,1,1,0,1
EML-2026-00512,595,101,0.3962,1,0,0,0,0,0,1,0
EML-2026-00513,967,161,0.2523,3,0,1,0,0,1,0,1
EML-2026-00514,428,67,0.65,2,1,0,0,1,1,1,1
EML-2026-00515,438,78,0.4946,2,0,2,0,0,0,0,0
EML-2026-00516,502,91,0.521,2,0,2,1,0,0,0,0
EML-2026-00517,804,160,0.4635,2,0,0,0,0,0,0,0
EML-2026-00518,757,121,0.9126,1,0,0,3,1,1,0,1
EML-2026-00519,891,143,0.2825,3,1,0,3,1,1,1,1
EML-2026-00520,999,193,0.5392,0,0,0,0,0,0,0,0
EML-2026-00521,903,153,0.7256,3,0,0,1,1,1,0,1
EML-2026-00522,1310,229,0.5733,0,0,0,0,0,0,0,0
EML-2026-00523,1048,202,0.8897,3,0,2,1,1,0,0,1
EML-2026-00524,679,104,0.4213,1,1,0,4,1,0,1,1
EML-2026-00525,582,109,0.4941,3,0,1,3,0,1,1,1
EML-2026-00526,636,124,0.1752,2,0,0,2,0,0,0,0
EML-2026-00527,864,146,0.6176,0,0,0,1,0,0,0,0
EML-2026-00528,554,90,0.345,0,0,1,1,0,0,0,0
EML-2026-00529,874,173,0.2363,0,0,0,0,1,1,0,0
EML-2026-00530,885,147,0.5629,1,0,0,2,1,0,1,1
EML-2026-00531,500,86,0.5525,4,1,0,1,0,1,0,1
EML-2026-00532,1041,201,0.1645,0,0,1,2,0,1,1,1
EML-2026-00533,810,154,0.6935,3,0,0,1,0,0,0,1
EML-2026-00534,1334,227,0.6302,3,0,0,4,1,0,0,1
EML-2026-00535,704,129,0.2607,1,0,0,2,1,1,0,1
EML-2026-00536,635,99,0.499,3,0,2,4,1,1,0,1
EML-2026-00537,478,76,0.7123,3,0,1,1,0,1,1,1
EML-2026-00538,426,65,0.55,0,0,0,0,0,0,0,0
EML-2026-00539,944,175,0.4362,1,0,1,0,0,1,0,0
EML-2026-00540,1230,190,0.374,0,0,0,0,0,0,0,0
EML-2026-00541,683,120,0.6188,1,0,0,0,1,1,0,1
EML-2026-00542,667,120,0.8982,0,0,0,0,1,1,0,1
EML-2026-00543,678,133,0.671,2,0,0,0,0,0,1,0
EML-2026-00544,1068,210,0.1635,0,1,0,3,1,1,1,1
EML-2026-00545,502,83,0.4916,3,0,0,1,1,1,0,1
EML-2026-00546,724,127,0.8572,1,0,0,0,0,1,0,0
EML-2026-00547,952,178,0.1803,0,0,1,1,0,0,1,0
EML-2026-00548,850,143,0.9405,5,0,0,2,0,0,0,1
EML-2026-00549,260,48,0.9067,1,0,0,0,0,1,0,1
EML-2026-00550,904,154,0.1665,1,0,1,0,0,0,0,1
EML-2026-00551,853,154,0.8934,3,0,0,1,1,0,0,1
EML-2026-00552,1146,183,0.4087,0,0,0,1,1,1,1,1
EML-2026-00553,1240,199,0.818,6,1,1,2,0,0,1,1
EML-2026-00554,1124,196,0.4556,4,0,0,1,0,1,1,1
EML-2026-00555,729,131,0.4747,1,0,0,1,1,0,1,1
EML-2026-00556,338,60,0.6391,1,0,0,0,1,0,0,0
EML-2026-00557,1432,230,0.7583,1,0,1,2,0,0,0,0
EML-2026-00558,615,111,0.1287,0,0,0,0,0,0,1,0
EML-2026-00559,721,135,0.6042,2,0,1,2,0,1,0,1
EML-2026-00560,1274,248,0.2587,1,0,0,3,0,1,0,1
EML-2026-00561,538,94,0.3941,2,2,0,2,0,1,1,1
EML-2026-00562,382,66,0.3958,1,0,1,0,0,0,0,0
EML-2026-00563,555,88,0.4987,0,0,0,0,0,0,0,0
EML-2026-00564,498,93,0.384,1,0,0,0,0,0,0,0
EML-2026-00565,368,66,0.1913,1,0,0,0,0,0,1,0
EML-2026-00566,688,110,0.2238,3,0,1,3,0,0,0,1
EML-2026-00567,681,109,0.1284,0,1,0,1,0,0,0,0
EML-2026-00568,360,64,0.4997,0,0,0,0,0,0,0,0
EML-2026-00569,633,111,0.9113,3,0,0,1,0,0,0,1
EML-2026-00570,486,89,0.1983,1,0,1,1,0,0,0,0
EML-2026-00571,350,54,0.9043,2,0,0,1,0,1,1,1
EML-2026-00572,740,142,0.7234,4,0,0,1,0,0,0,1
EML-2026-00573,717,112,0.6419,0,0,0,0,0,0,0,0
EML-2026-00574,536,88,0.6485,1,1,0,2,1,1,0,1
EML-2026-00575,1037,178,0.8027,1,1,0,3,1,0,0,1
EML-2026-00576,715,141,0.1909,2,0,0,1,0,1,0,1
EML-2026-00577,495,86,0.529,0,0,0,0,0,0,0,0
EML-2026-00578,402,71,0.6925,2,0,1,1,1,1,0,1
EML-2026-00579,732,139,0.5988,0,0,1,0,0,1,0,0
EML-2026-00580,802,134,0.8079,2,0,0,1,0,0,0,0
EML-2026-00581,543,84,0.1614,1,0,1,0,0,0,0,0
EML-2026-00582,748,128,0.6871,3,0,0,2,0,0,0,1
EML-2026-00583,1190,195,0.5539,0,0,1,0,0,0,0,0
EML-2026-00584,926,181,0.4223,1,0,0,0,0,0,0,0
EML-2026-00585,316,56,0.3892,3,0,0,1,0,0,1,1
EML-2026-00586,493,95,0.6277,4,0,1,0,0,0,0,0
EML-2026-00587,626,105,0.8573,0,0,1,1,0,0,0,0
EML-2026-00588,680,106,0.5217,1,0,0,2,0,0,0,0
EML-2026-00589,704,117,0.801,2,1,0,0,1,0,0,0
EML-2026-00590,782,152,0.4418,1,0,0,1,0,1,0,0
EML-2026-00591,634,114,0.187,0,0,0,0,0,0,0,0
EML-2026-00592,714,122,0.1523,4,0,0,1,1,0,0,1
EML-2026-00593,945,168,0.1436,2,0,0,1,0,0,0,0
EML-2026-00594,737,117,0.4231,0,0,1,0,0,0,0,0
EML-2026-00595,462,74,0.3867,4,1,0,2,0,1,1,1
EML-2026-00596,688,116,0.7102,1,0,0,1,0,0,0,0
EML-2026-00597,677,121,0.7314,2,1,0,1,1,0,0,1
EML-2026-00598,300,55,0.1432,1,0,0,0,0,0,0,0
EML-2026-00599,702,136,0.288,1,0,0,0,1,1,0,0
EML-2026-00600,433,78,0.3331,1,0,0,0,0,0,0,0
EML-2026-00601,950,169,0.5655,0,0,1,0,1,0,0,0
EML-2026-00602,778,129,0.2228,1,0,1,1,0,0,0,0
EML-2026-00603,404,67,0.2139,2,0,0,0,0,0,0,0
EML-2026-00604,933,182,0.9022,0,1,0,0,0,0,0,0
EML-2026-00605,1104,197,0.7836,3,0,0,0,1,1,0,0
EML-2026-00606,597,113,0.2536,1,0,1,0,0,0,0,0
EML-2026-00607,625,119,0.4456,2,1,1,0,0,0,0,0
EML-2026-00608,897,143,0.4023,0,1,0,0,0,0,0,0
EML-2026-00609,1120,221,0.7724,0,0,0,5,1,1,0,1
EML-2026-00610,380,67,0.5337,2,0,1,3,1,0,0,1
EML-2026-00611,422,80,0.2087,0,0,0,0,1,1,0,0
EML-2026-00612,610,96,0.7281,3,0,0,5,1,0,1,1
EML-2026-00613,633,108,0.4374,3,0,1,1,1,0,0,1
EML-2026-00614,887,165,0.3235,0,0,1,0,0,0,0,0
EML-2026-00615,1122,195,0.4192,0,0,0,1,1,0,1,1
EML-2026-00616,1155,189,0.5231,1,0,0,0,1,0,1,1
EML-2026-00617,327,50,0.3916,2,0,0,0,0,0,0,0
EML-2026-00618,475,89,0.3056,0,0,0,0,0,0,0,0
EML-2026-00619,447,70,0.4387,2,1,0,1,1,1,0,1
EML-2026-00620,570,89,0.1163,2,0,0,1,0,1,0,1
EML-2026-00621,475,74,0.7566,0,0,1,1,0,0,0,0
EML-2026-00622,777,130,0.2453,2,0,1,0,0,0,0,0
EML-2026-00623,813,136,0.1373,1,0,0,0,0,0,0,0
EML-2026-00624,661,117,0.6556,2,0,0,1,0,1,0,0
EML-2026-00625,687,112,0.7578,3,0,0,2,1,0,1,1
EML-2026-00626,569,98,0.7918,0,0,0,0,0,0,0,0
EML-2026-00627,595,98,0.5195,0,0,0,0,0,0,0,0
EML-2026-00628,1235,218,0.2746,0,0,0,0,0,0,1,1
EML-2026-00629,860,141,0.7266,1,0,1,0,0,0,0,0
EML-2026-00630,577,92,0.6948,0,0,0,0,0,0,0,0
EML-2026-00631,682,130,0.3093,3,1,1,0,1,1,0,1
EML-2026-00632,834,133,0.8679,5,0,2,1,0,1,1,1
EML-2026-00633,454,78,0.1887,0,0,0,2,0,0,0,1
EML-2026-00634,747,119,0.9353,0,0,0,1,0,0,0,1
EML-2026-00635,842,149,0.8312,1,0,2,0,0,0,0,0
EML-2026-00636,800,143,0.6847,1,0,2,1,1,0,0,0
EML-2026-00637,529,83,0.8979,3,1,0,1,0,1,0,1
EML-2026-00638,513,95,0.714,0,0,0,0,0,0,0,0
EML-2026-00639,287,45,0.2619,2,0,0,1,0,0,0,0
EML-2026-00640,877,153,0.4758,0,0,2,0,0,0,0,0
EML-2026-00641,1388,240,0.1608,2,0,0,1,0,0,0,0
EML-2026-00642,453,82,0.4312,0,0,0,0,0,0,0,0
EML-2026-00643,996,169,0.7304,2,1,1,0,0,0,0,0
EML-2026-00644,1336,243,0.4285,1,0,0,0,0,0,0,0
EML-2026-00645,547,108,0.3808,1,0,0,0,0,0,0,0
EML-2026-00646,682,126,0.6061,5,0,0,2,0,1,1,1
EML-2026-00647,778,155,0.8414,3,0,1,1,1,0,1,1
EML-2026-00648,840,129,0.1404,1,0,0,1,1,1,0,1
EML-2026-00649,793,122,0.4276,2,0,0,1,1,0,0,1
EML-2026-00650,564,100,0.2345,2,0,0,1,0,0,0,0
EML-2026-00651,837,137,0.6911,1,0,0,0,0,0,0,0
EML-2026-00652,619,112,0.1899,1,1,0,2,1,0,1,1
EML-2026-00653,813,135,0.6651,3,0,0,3,1,1,0,1
EML-2026-00654,702,113,0.3433,1,1,0,1,1,0,1,1
EML-2026-00655,314,48,0.2691,2,0,1,0,0,0,0,0
EML-2026-00656,1054,188,0.8959,1,1,1,1,0,0,0,0
EML-2026-00657,519,84,0.1157,2,0,0,0,0,0,0,0
EML-2026-00658,1097,203,0.4721,1,0,0,0,0,0,0,0
EML-2026-00659,1030,158,0.1184,2,0,0,2,1,0,0,1
EML-2026-00660,769,152,0.5111,3,0,1,2,1,0,1,1
EML-2026-00661,806,136,0.5259,2,0,0,1,0,0,0,0
EML-2026-00662,894,149,0.3734,1,1,0,0,1,1,1,1
EML-2026-00663,660,109,0.2123,4,0,0,0,0,1,0,1
EML-2026-00664,621,119,0.4199,0,0,0,0,1,0,0,0
EML-2026-00665,828,129,0.6714,0,0,0,0,0,0,0,0
EML-2026-00666,655,124,0.765,0,1,0,0,0,1,0,0
EML-2026-00667,565,95,0.5511,0,0,0,0,0,0,0,0
EML-2026-00668,482,90,0.6014,0,0,1,0,0,0,0,0
EML-2026-00669,772,141,0.2705,2,0,0,0,0,0,0,0
EML-2026-00670,512,87,0.3442,0,0,0,1,0,0,1,0
EML-2026-00671,914,162,0.2376,0,0,0,0,0,0,0,0
EML-2026-00672,995,189,0.3119,2,1,0,2,0,1,0,1
EML-2026-00673,803,152,0.2912,0,0,0,1,0,0,0,0
EML-2026-00674,919,163,0.5415,2,0,0,2,1,0,0,1
EML-2026-00675,804,131,0.5783,1,0,0,0,0,0,0,0
EML-2026-00676,944,148,0.9032,3,0,0,1,1,0,0,1
EML-2026-00677,879,171,0.2662,1,0,0,0,0,0,0,0
EML-2026-00678,756,135,0.6454,1,0,0,0,0,0,0,0
EML-2026-00679,1035,200,0.7947,2,1,1,0,0,0,0,1
EML-2026-00680,668,132,0.5762,4,1,0,0,0,1,1,1
EML-2026-00681,538,89,0.3168,3,0,0,1,1,0,0,1
EML-2026-00682,478,80,0.3232,0,1,0,0,1,0,0,0
EML-2026-00683,583,111,0.1334,1,0,0,0,0,0,0,0
EML-2026-00684,348,65,0.3596,1,0,0,1,1,0,1,1
EML-2026-00685,767,152,0.7329,1,0,0,1,1,0,1,1
EML-2026-00686,898,143,0.1404,1,1,1,0,0,1,1,1
EML-2026-00687,989,153,0.2864,4,0,0,0,1,1,0,1
EML-2026-00688,338,64,0.7003,1,0,0,1,0,0,0,0
EML-2026-00689,534,99,0.7653,1,0,1,1,0,0,1,1
EML-2026-00690,903,143,0.487,1,0,1,0,0,0,0,0
EML-2026-00691,611,95,0.6934,1,0,0,0,0,0,1,0
EML-2026-00692,841,149,0.4298,0,0,0,0,0,0,0,0
EML-2026-00693,446,87,0.2359,2,0,0,4,1,1,1,1
EML-2026-00694,1091,215,0.4384,1,0,0,0,0,0,0,0
EML-2026-00695,384,65,0.593,2,0,0,1,0,0,0,0
EML-2026-00696,235,42,0.9058,3,0,0,1,1,0,0,1
EML-2026-00697,709,140,0.1584,2,0,1,0,0,0,0,0
EML-2026-00698,766,130,0.5313,1,0,0,2,1,0,1,1
EML-2026-00699,541,107,0.3796,1,0,0,0,0,0,0,0
EML-2026-00700,792,128,0.5321,0,1,0,1,0,0,0,0
EML-2026-00701,851,155,0.1204,3,1,1,1,1,1,0,1
EML-2026-00702,768,151,0.3661,0,0,0,1,0,0,0,0
EML-2026-00703,538,91,0.7969,0,0,0,0,0,0,0,0
EML-2026-00704,498,88,0.5709,1,0,0,0,0,0,0,0
EML-2026-00705,560,86,0.483,1,0,0,0,0,1,0,0
EML-2026-00706,522,89,0.3427,3,1,0,0,0,0,1,1
EML-2026-00707,1003,185,0.3533,1,0,0,1,0,0,0,0
EML-2026-00708,629,103,0.4256,2,1,0,1,1,0,0,1
EML-2026-00709,701,129,0.8102,2,0,0,0,0,0,0,0
EML-2026-00710,952,149,0.9221,1,0,0,4,0,0,0,1
EML-2026-00711,513,92,0.4729,2,1,0,0,0,0,0,1
EML-2026-00712,428,73,0.4343,5,0,0,2,0,0,1,1
EML-2026-00713,473,93,0.8196,0,0,0,0,0,0,0,0
EML-2026-00714,730,129,0.4629,1,0,0,0,0,0,0,0
EML-2026-00715,711,113,0.5692,1,0,0,1,0,0,0,0
EML-2026-00716,817,131,0.2963,3,0,2,0,1,1,0,1
EML-2026-00717,683,127,0.732,2,0,0,4,0,1,1,1
EML-2026-00718,285,53,0.5522,3,0,0,2,0,0,0,1
EML-2026-00719,625,100,0.7877,0,0,0,0,0,0,0,0
EML-2026-00720,999,156,0.7636,2,0,1,2,0,0,0,1
EML-2026-00721,1095,212,0.2828,2,0,1,2,1,0,0,1
EML-2026-00722,683,120,0.7083,0,0,0,1,0,1,0,0
EML-2026-00723,712,129,0.78,1,0,0,1,0,1,0,0
EML-2026-00724,885,140,0.3942,3,0,0,2,1,0,1,1
EML-2026-00725,1083,211,0.2467,1,0,0,0,0,0,1,1
EML-2026-00726,710,133,0.1022,2,0,1,2,0,0,0,1
EML-2026-00727,830,135,0.4833,1,0,0,0,0,0,0,0
EML-2026-00728,579,114,0.3996,2,0,0,1,1,1,0,1
EML-2026-00729,399,69,0.5717,1,0,1,0,0,0,0,0
EML-2026-00730,550,97,0.2598,1,0,1,2,0,0,0,0
EML-2026-00731,1127,204,0.8307,1,0,0,0,0,0,0,0
EML-2026-00732,887,158,0.3191,3,1,0,0,1,1,1,1
EML-2026-00733,463,79,0.2925,2,0,0,3,1,1,0,1
EML-2026-00734,902,172,0.5086,1,0,1,2,1,1,0,1
EML-2026-00735,425,72,0.524,0,0,1,0,0,0,0,0
EML-2026-00736,813,130,0.2828,5,0,0,0,1,1,1,1
EML-2026-00737,457,74,0.3311,3,0,0,0,1,0,0,0
EML-2026-00738,454,86,0.2442,1,1,1,3,0,1,1,1
EML-2026-00739,1202,230,0.7107,0,0,0,0,0,0,0,0
EML-2026-00740,579,107,0.7546,0,0,0,0,0,0,0,0
EML-2026-00741,831,149,0.493,3,0,1,0,0,0,0,0
EML-2026-00742,670,119,0.707,0,0,0,0,0,0,0,0
EML-2026-00743,488,81,0.7255,1,1,0,0,1,1,0,1
EML-2026-00744,652,128,0.2175,3,1,1,1,0,0,0,1
EML-2026-00745,439,86,0.9213,0,0,1,0,0,0,0,0
EML-2026-00746,1597,285,0.7979,0,0,0,1,0,0,0,1
EML-2026-00747,889,147,0.2738,0,0,0,1,0,0,0,0
EML-2026-00748,715,135,0.2582,4,0,0,3,0,1,0,1
EML-2026-00749,864,144,0.2068,0,2,0,3,0,1,1,1
EML-2026-00750,916,169,0.2176,3,0,0,0,1,0,1,1
EML-2026-00751,867,136,0.7359,1,1,1,0,0,0,0,0
EML-2026-00752,903,142,0.4992,3,0,0,0,1,0,0,1
EML-2026-00753,877,161,0.7655,0,0,0,1,1,0,1,1
EML-2026-00754,686,128,0.7343,0,0,0,0,0,0,0,0
EML-2026-00755,1165,207,0.6139,0,0,2,1,0,0,0,0
EML-2026-00756,753,140,0.6834,2,1,0,2,1,1,0,1
EML-2026-00757,723,120,0.1156,2,0,0,3,1,1,0,1
EML-2026-00758,756,121,0.365,1,1,0,1,1,0,0,1
EML-2026-00759,775,128,0.6421,2,1,0,1,0,1,0,1
EML-2026-00760,389,62,0.1079,1,0,0,3,1,0,0,1
EML-2026-00761,471,84,0.128,0,1,0,1,0,0,0,0
EML-2026-00762,633,120,0.8241,0,0,0,0,0,1,0,0
EML-2026-00763,332,54,0.6814,1,0,0,0,0,0,0,0
EML-2026-00764,715,129,0.3256,4,0,0,2,0,0,0,1
EML-2026-00765,721,120,0.6848,0,0,0,0,0,0,0,0
EML-2026-00766,442,81,0.7736,2,2,0,3,1,0,0,1
EML-2026-00767,564,110,0.3608,2,0,0,0,0,0,1,1
EML-2026-00768,1112,171,0.1306,3,0,0,1,0,1,0,1
EML-2026-00769,817,156,0.8929,0,0,0,0,0,0,0,0
EML-2026-00770,849,130,0.3934,5,0,0,0,0,0,0,1
EML-2026-00771,1010,156,0.1905,0,0,0,0,0,1,0,0
EML-2026-00772,525,84,0.5181,2,0,0,1,1,0,0,1
EML-2026-00773,393,65,0.7532,1,0,0,1,0,0,0,0
EML-2026-00774,956,162,0.2884,2,0,2,0,0,1,0,0
EML-2026-00775,690,109,0.3291,2,0,1,3,1,1,0,1
EML-2026-00776,470,86,0.3063,0,0,0,0,0,0,0,0
EML-2026-00777,1395,244,0.9429,0,0,0,0,0,0,0,0
EML-2026-00778,388,65,0.2678,1,0,0,2,1,1,1,1
EML-2026-00779,759,135,0.5892,2,1,0,1,1,0,0,1
EML-2026-00780,662,117,0.8865,2,1,0,1,1,1,0,1
EML-2026-00781,622,113,0.2249,1,1,0,1,0,1,1,1
EML-2026-00782,310,53,0.9252,2,1,0,2,1,0,1,1
EML-2026-00783,1158,184,0.9054,0,0,1,1,0,0,0,0
EML-2026-00784,366,69,0.8519,0,0,0,0,0,0,0,0
EML-2026-00785,593,92,0.2824,1,0,1,1,0,0,0,0
EML-2026-00786,605,100,0.6389,5,0,1,1,1,1,1,1
EML-2026-00787,876,140,0.7468,1,0,0,1,1,0,1,1
EML-2026-00788,339,58,0.9381,2,1,0,1,0,0,0,0
EML-2026-00789,788,127,0.2534,3,0,0,1,0,0,0,0
EML-2026-00790,760,151,0.7511,4,0,0,1,0,1,0,1
EML-2026-00791,505,81,0.388,2,0,0,2,0,0,0,0
EML-2026-00792,827,163,0.2493,1,1,0,1,1,0,0,1
EML-2026-00793,714,112,0.4582,1,0,0,0,0,0,0,1
EML-2026-00794,1320,203,0.7748,3,1,1,2,1,1,1,1
EML-2026-00795,611,112,0.4951,1,0,0,0,0,0,0,0
EML-2026-00796,496,93,0.5569,1,0,2,2,1,1,0,1
EML-2026-00797,841,136,0.9459,3,0,0,3,1,0,0,1
EML-2026-00798,632,117,0.4392,1,0,1,0,0,0,1,1
EML-2026-00799,709,112,0.6231,2,1,0,0,1,0,0,1
EML-2026-00800,444,86,0.4105,1,0,0,2,0,1,0,1
EML-2026-00801,881,169,0.4339,3,0,1,4,1,0,0,1
EML-2026-00802,546,84,0.6913,0,0,0,1,0,1,0,0
EML-2026-00803,781,129,0.8972,3,1,0,3,0,1,0,1
EML-2026-00804,1449,231,0.561,3,0,0,3,0,0,0,1
EML-2026-00805,598,108,0.7531,1,0,0,1,0,0,0,0
EML-2026-00806,925,153,0.1758,2,1,0,1,1,1,0,1
EML-2026-00807,664,112,0.2795,3,0,1,4,1,0,0,1
EML-2026-00808,557,94,0.5268,2,0,0,4,0,0,0,1
EML-2026-00809,1077,178,0.117,1,0,0,1,0,0,0,0
EML-2026-00810,302,51,0.3149,1,0,1,0,0,0,0,0
EML-2026-00811,1013,179,0.5398,3,2,0,2,1,1,1,1
EML-2026-00812,338,62,0.1127,2,0,0,3,1,0,0,1
EML-2026-00813,924,150,0.3249,1,0,1,0,0,0,0,0
EML-2026-00814,713,133,0.5369,2,0,0,1,1,0,0,1
