sha256,filename,file_type,mime_type,file_size_bytes,signature,delivery_method,is_executable,is_archived,entropy_score,label
a6bc33e9635dfd98667cc49f5043a7bf1040d8aa2d44565ab60c9d5d938e1032,malicious_80_Invoice_2026.exe,exe,application/x-msdownload,73000,Emotet,email_attachment,1,0,7.45,1
60d5f4b6a10d24a3d77aa1fca55e2d2d438d98113e6ac9c989c61dca2ee463c9,malicious_34_Scan_Notice.vbs,vbs,text/vbscript,56900,AsyncRAT,email_attachment,1,0,7.45,1
428dee209558e720110fef7d874c01c5114ca03542aa89e9e319520fd74db258,malicious_7_Urgent_Order.js,js,application/javascript,47450,QakBot,email_attachment,1,0,7.45,1
bd5a99574fac105d109381b9af9a7d6a98753b8c41e5632bccb30c7042d8c498,enron_10_Project_Schedule_2026.xlsx,xlsx,application/xlsx,17400,Clean,clean_corporate,0,0,4.12,0
adf3cd61927b60c4ba1d9a448401557a03be7bdff12a2e9e3a563c9ab1101de1,malicious_91_Payment_Receipt.iso,iso,application/x-iso9660-image,76850,AgentTesla,email_attachment,0,1,7.45,1
ef10e595698dda8be386c8c68c0f35a60ba5332f638785a486aff3322bf0a488,malicious_83_Document_Update.zip,zip,application/zip,74050,Formbook,email_attachment,0,1,7.45,1
7febdf2975e50fbfe782a3212b434ed62ca16a80d673bf8a0ff348993000f5f1,enron_76_Organizational_Chart.pptx,pptx,application/pptx,33240,Clean,clean_corporate,0,0,4.12,0
31dfbc4fe00772e37fbfc457c8afb27a518886352f008885dfa2c562a6adeb5d,enron_81_Staff_Meeting_Minutes.docx,docx,application/docx,34440,Clean,clean_corporate,0,0,4.12,0
6c56b73dfcfc9b42ce1d2761e7603355568517b7d72cb1a56cf7107057e57dca,malicious_89_Scan_Notice.vbs,vbs,text/vbscript,76150,AsyncRAT,email_attachment,1,0,7.45,1
2b397529c76d8dfd63179e32c16eb349af8adefd56e6cf10c542b48d73a3c4a3,malicious_8_Document_Update.zip,zip,application/zip,47800,Formbook,email_attachment,0,1,7.45,1
ac16afe273bfb040fdb0feab596516ff10c3c4c163b3ae401d98b00adea18c44,malicious_13_Document_Update.zip,zip,application/zip,49550,Formbook,email_attachment,0,1,7.45,1
345a6680390dcdc6c38ac55b229cc4ebfab728e048f9dffeeb3eb7ea4e2be0ad,malicious_59_Scan_Notice.vbs,vbs,text/vbscript,65650,AsyncRAT,email_attachment,1,0,7.45,1
cb4f056fb984fcb98f2a4779dcc994c30b94d68d1452c8a83c2f21cc9c63c792,enron_71_Press_Release.txt,txt,application/txt,32040,Clean,clean_corporate,0,0,4.12,0
b0d5e9344615be480a5c1c8eb6a77d96e14fa4eddeb82157ea56562c314fc3cf,enron_31_Press_Release.txt,txt,application/txt,22440,Clean,clean_corporate,0,0,4.12,0
42c1d5fad2d0635eb82518e07904c76bd8624493cb40716b18ff7fee9366188a,malicious_17_Urgent_Order.js,js,application/javascript,50950,QakBot,email_attachment,1,0,7.45,1
68571cb2d5eb92836b0b922ff9228e65dddd2eb1f67c9c0b506140d792f2d772,malicious_72_Urgent_Order.js,js,application/javascript,70200,QakBot,email_attachment,1,0,7.45,1
11bae72961b77796e08ee6eed038ac5afa014b1481b16e2a67cb0a6ca5c6ae3a,enron_75_Budget_Proposal.pdf,pdf,application/pdf,33000,Clean,clean_corporate,0,0,4.12,0
baf7f4510591dcd52e565670550539c51de746c426ede72b1975d9fe5f7ed51b,enron_34_Project_Schedule_2026.xlsx,xlsx,application/xlsx,23160,Clean,clean_corporate,0,0,4.12,0
f45eb1dc0e2df5a571f93627c6015aa34b7096f29f9c69256b5e8fce12ece4a3,enron_67_Budget_Proposal.pdf,pdf,application/pdf,31080,Clean,clean_corporate,0,0,4.12,0
3d039a2a9a79fdce7642d877120dff2d255041e14bcb6dbc7ed7a69c07805cdc,enron_83_Budget_Proposal.pdf,pdf,application/pdf,34920,Clean,clean_corporate,0,0,4.12,0
84c70649ff859ebc45b93de1e0178f9e1d7c4aa92e0316639ff30d5fee5a24c7,malicious_63_Document_Update.zip,zip,application/zip,67050,Formbook,email_attachment,0,1,7.45,1
963868521bc33454956ef39cc1122f16a6653369bf049fd14818d313e2a57183,malicious_54_Scan_Notice.vbs,vbs,text/vbscript,63900,AsyncRAT,email_attachment,1,0,7.45,1
dfe270ed1a3d818af29028df19895ae34a9f67f091dac405a47297748b9b6145,enron_7_Press_Release.txt,txt,application/txt,16680,Clean,clean_corporate,0,0,4.12,0
7b581d84d31eda5eb61cd4ddc76fbf4584e0ebe127c6db92180f8cfcdc0108bd,malicious_50_Invoice_2026.exe,exe,application/x-msdownload,62500,Emotet,email_attachment,1,0,7.45,1
d8ff4bf96acb67370f9076dd2ec22ee6a89412452e72f252e8d80c49a5ca6f21,enron_96_Q3_Financial_Report.pdf,pdf,application/pdf,38040,Clean,clean_corporate,0,0,4.12,0
667a706ca1fe7e107aa6cf4589e7eb7f2e297a7543a4f1e643ae5f58637f1e62,malicious_58_Document_Update.zip,zip,application/zip,65300,Formbook,email_attachment,0,1,7.45,1
939c2dd0511986a10441bdd421034b6632a542b3574405d2b37de876ea71b6a4,malicious_48_Document_Update.zip,zip,application/zip,61800,Formbook,email_attachment,0,1,7.45,1
ccfe880780377fe2f3858a5d14dd402e5c1fc6bf241811912a3f21be767af60b,malicious_88_Document_Update.zip,zip,application/zip,75800,Formbook,email_attachment,0,1,7.45,1
d691ac651872d4eb7ce2d83fc573d2a141c0534181337667b0f958c404ab9fcc,malicious_21_Payment_Receipt.iso,iso,application/x-iso9660-image,52350,AgentTesla,email_attachment,0,1,7.45,1
e1f13c18f03a637aac8af572ebcab68a7fbc27a22e713989a1666f6e898e3478,malicious_57_Urgent_Order.js,js,application/javascript,64950,QakBot,email_attachment,1,0,7.45,1
fc3473c4fafe0a628cfbe1273091ccea81c8bc0558f70a1cfd5342dfa47fa30e,enron_60_Organizational_Chart.pptx,pptx,application/pptx,29400,Clean,clean_corporate,0,0,4.12,0
21e5c0d0174ad0b31e15e95d1b937054efbc39546625adc159aca8a56cfc9a3b,enron_92_Organizational_Chart.pptx,pptx,application/pptx,37080,Clean,clean_corporate,0,0,4.12,0
5c417c1c3ea532118e7d48b2c934db65e1baee0a35e9b73311261a6aabeae963,enron_29_Vendor_Contract_Draft.docx,docx,application/docx,21960,Clean,clean_corporate,0,0,4.12,0
4cd1ba85afd365e7f703d0e69a880fbeaef587ffcf13318c250535b374927682,malicious_37_Urgent_Order.js,js,application/javascript,57950,QakBot,email_attachment,1,0,7.45,1
fb9b4a7817f1ea27775867b0e1a3e459dc45b3f59a8938f4e0c24d9d132ff0c2,enron_57_Staff_Meeting_Minutes.docx,docx,application/docx,28680,Clean,clean_corporate,0,0,4.12,0
7c277294a241c656aec0f8f9f77f9db69efdfb9dd1e0c361cf83e3459a429f42,enron_93_Vendor_Contract_Draft.docx,docx,application/docx,37320,Clean,clean_corporate,0,0,4.12,0
5d15eb26edbdfcfaf4a3f99ab0835bf20272fddaa62913d88003bfce3ae0c38c,malicious_1_Payment_Receipt.iso,iso,application/x-iso9660-image,45350,AgentTesla,email_attachment,0,1,7.45,1
8121ad2e328b15cd4a18645d858b1032ddf9562d4d3b7829c45abcac41e6ee35,malicious_52_Urgent_Order.js,js,application/javascript,63200,QakBot,email_attachment,1,0,7.45,1
9fce7086e43414e957357a005551356c9a2b3b15928416031e34c96d0058a22a,enron_49_Staff_Meeting_Minutes.docx,docx,application/docx,26760,Clean,clean_corporate,0,0,4.12,0
4dd9f8a75037357d3c8b69b263acabe8836b457d728397f6baae0aae21de46cc,enron_30_Invoice_Summary.xlsx,xlsx,application/xlsx,22200,Clean,clean_corporate,0,0,4.12,0
ff47e83910cc95f276d330957f7fb42261424e84f1c1607621e3414c7dc75f5b,enron_51_Budget_Proposal.pdf,pdf,application/pdf,27240,Clean,clean_corporate,0,0,4.12,0
c67e660ec1f14ee7f7f29a5a2d079b28e6725eae3eeab41804a403400a616477,enron_3_Budget_Proposal.pdf,pdf,application/pdf,15720,Clean,clean_corporate,0,0,4.12,0
72765d22138e8e42b33bf26ac0f7e76ddfca61c81b2ed940e64fafe15d07af7a,malicious_99_Scan_Notice.vbs,vbs,text/vbscript,79650,AsyncRAT,email_attachment,1,0,7.45,1
cf0d3642fcbe58b8de896765a33762dea7d8306694613502edcbbbc66fa7b174,enron_16_Q3_Financial_Report.pdf,pdf,application/pdf,18840,Clean,clean_corporate,0,0,4.12,0
76db9ef349657f9814377f09447a655ec6ece8b72b2c205216b6925d8ec38b89,malicious_87_Urgent_Order.js,js,application/javascript,75450,QakBot,email_attachment,1,0,7.45,1
9e30280c3aa8521602f4cfa252623b2bb465b408d3129ccb7482ecf5456a8f1d,malicious_74_Scan_Notice.vbs,vbs,text/vbscript,70900,AsyncRAT,email_attachment,1,0,7.45,1
5d45cc0162522180171d1909d46df0b69f82725059d984ce7b79aac62556c14e,enron_21_Vendor_Contract_Draft.docx,docx,application/docx,20040,Clean,clean_corporate,0,0,4.12,0
35927e1c2dd1a8e9e493ee29a57aa710bf62586a533f2ca89edf5b040f1382bf,enron_99_Budget_Proposal.pdf,pdf,application/pdf,38760,Clean,clean_corporate,0,0,4.12,0
d3ccebc905c34e0c1bb6e089c9e2e7c2da8250aac1c99e6fddb4561169a64128,malicious_20_Invoice_2026.exe,exe,application/x-msdownload,52000,Emotet,email_attachment,1,0,7.45,1
aae232cf95f40538ca568399ef4a176500c2abddc501bcafac8cc8778abfe4e4,enron_88_Q3_Financial_Report.pdf,pdf,application/pdf,36120,Clean,clean_corporate,0,0,4.12,0
6346adf2d8b051930a7f0f48a06953b0f10096a8f04c9ddc15f322bff2454057,malicious_71_Payment_Receipt.iso,iso,application/x-iso9660-image,69850,AgentTesla,email_attachment,0,1,7.45,1
be1ddb34c35104eb9f090d82a09dcb3ce4ca2a23c7e87d10c4c4c80525bf0cf7,enron_6_Invoice_Summary.xlsx,xlsx,application/xlsx,16440,Clean,clean_corporate,0,0,4.12,0
3814aa8342f3c6b0b38a260748dbaf4615538ae4f8f82b6575bca0c96379baee,malicious_14_Scan_Notice.vbs,vbs,text/vbscript,49900,AsyncRAT,email_attachment,1,0,7.45,1
ecd33611a95137966d1d2503b8e76f75ce4bee558edb588b84c8b3c1a9b153fd,malicious_92_Urgent_Order.js,js,application/javascript,77200,QakBot,email_attachment,1,0,7.45,1
aed81c0754d83a7c98fd9495ce57949be28650e1e391b119391d0d0977e5f5c5,enron_79_Press_Release.txt,txt,application/txt,33960,Clean,clean_corporate,0,0,4.12,0
cf749f1f360e88f0c10cb04daabcac6cb635a924c1557a64464177638ae3338d,enron_2_Project_Schedule_2026.xlsx,xlsx,application/xlsx,15480,Clean,clean_corporate,0,0,4.12,0
