record_id,domain,tld,domain_length,sld_length,num_labels,subdomain_count,digit_count,hyphen_count,entropy,suspicious_keyword_count,brand_token_count,digit_ratio,hyphen_ratio,domain_age_days,rdap_status,dnssec,dns_status,a_count,aaaa_count,mx_count,ns_count,txt_count,cname_count,min_ttl,max_ttl,has_spf,has_dmarc,label,source,source_type,data_quality_status,subdomain_length,max_subdomain_length,special_character_count,special_character_ratio,has_ip_address,has_punycode,has_numeric_subdomain,registrar,registration_country,domain_status,nameserver_count
D002499,cloud-cisco.io,io,14,11,2,0,0,1,2.9852,0,0,0.0,0.0714,5118,active,1,NOERROR,2,2,3,4,8,0,600,2400,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002500,update-account-icloud.work,work,26,21,2,0,0,2,3.8441,2,0,0.0,0.0769,35,active,1,NOERROR,2,0,0,3,0,0,300,300,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002501,recovery-outlook-secure.icu,icu,27,23,2,0,0,2,3.5599,1,0,0.0,0.0741,43,active,0,NOERROR,2,0,1,3,2,0,600,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002502,cloudflare-3247.io,io,18,15,2,0,4,1,3.9477,0,0,0.2222,0.0556,6300,active,0,NOERROR,2,1,3,2,3,1,300,300,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002503,ubuntu-1376.com,com,15,11,2,0,4,1,3.5899,0,0,0.2667,0.0667,2117,active,1,NOERROR,3,2,0,2,3,1,3600,14400,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002504,amazon-password-account.info,info,28,23,2,0,0,2,3.8518,1,1,0.0,0.0714,42,active,1,NOERROR,2,0,0,2,0,1,600,600,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002505,google-2092.edu,edu,15,11,2,0,4,1,3.3736,0,1,0.2667,0.0667,3715,active,0,NOERROR,3,0,2,3,2,0,900,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002506,netflix-unlock-account.work,work,27,22,2,0,0,2,3.8562,1,1,0.0,0.0741,94,active,0,NOERROR,2,0,1,2,2,1,120,480,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002507,docs-ubuntu.io,io,14,11,2,0,0,1,3.3249,0,0,0.0,0.0714,1896,active,1,NOERROR,3,2,0,2,7,0,3600,7200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002508,verify-microsoft-secure.buzz,buzz,28,23,2,0,0,2,3.8963,2,1,0.0,0.0714,15,active,0,NOERROR,2,0,0,3,2,1,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002509,dropbox-login-5045.work,work,23,18,2,0,4,2,3.9149,1,0,0.1739,0.087,101,active,0,NOERROR,2,0,0,2,2,1,60,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002510,ibm-1283.co,co,11,8,2,0,4,1,3.4594,0,0,0.3636,0.0909,6651,active,1,NOERROR,2,2,0,3,3,2,3600,14400,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002511,adobe-verification-178.xyz,xyz,26,22,2,0,3,2,4.2099,0,0,0.1154,0.0769,2,active,0,NOERROR,1,0,0,2,2,1,60,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002512,verify-account-outlook.buzz,buzz,27,22,2,0,0,2,3.9862,2,0,0.0,0.0741,28,active,0,NOERROR,2,0,0,2,0,0,60,60,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002513,google-secure-account.online,online,28,21,2,0,0,2,3.6106,2,1,0.0,0.0714,90,active,0,NOERROR,2,0,0,3,2,0,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002514,secure-account-linkedin.online,online,30,23,2,0,0,2,3.6696,2,0,0.0,0.0667,108,active,0,NOERROR,2,0,0,2,1,0,120,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002515,signin-account-google.live,live,26,21,2,0,0,2,3.6612,2,1,0.0,0.0769,51,active,0,NOERROR,2,0,0,3,0,1,120,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002516,outlook-secure-unlock.info,info,26,21,2,0,0,2,3.6095,1,0,0.0,0.0769,142,active,0,NOERROR,2,0,0,2,1,0,300,1200,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002517,ibm-3947.gov,gov,12,8,2,0,4,1,3.585,0,0,0.3333,0.0833,8530,active,0,NOERROR,1,0,0,4,5,2,3600,7200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002518,adobe-password-account.click,click,28,22,2,0,0,2,3.9677,1,0,0.0,0.0714,128,active,0,NOERROR,1,0,0,3,0,0,600,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002519,linkedin-4017.com,com,17,13,2,0,4,1,3.8522,0,0,0.2353,0.0588,5196,active,1,NOERROR,2,1,1,4,2,0,300,300,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002520,account-apple.info,info,18,13,2,0,0,1,3.6144,1,1,0.0,0.0556,180,active,1,NOERROR,2,0,0,2,2,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002521,amazon-4048.in,in,14,11,2,0,4,1,3.3788,0,1,0.2857,0.0714,4606,active,1,NOERROR,2,0,1,4,8,2,1800,7200,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002522,support-python.edu,edu,18,14,2,0,0,1,3.5724,1,0,0.0,0.0556,4207,active,1,NOERROR,3,2,1,4,5,1,600,600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002523,outlook-support.vip,vip,19,15,2,0,0,1,3.3661,1,0,0.0,0.0526,107,active,0,NOERROR,2,1,0,2,0,1,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002524,paypal-unlock-682.online,online,24,17,2,0,3,2,3.8554,0,1,0.125,0.0833,78,active,0,NOERROR,2,1,0,2,0,1,600,2400,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002525,icann-3829.io,io,13,10,2,0,4,1,3.3927,0,0,0.3077,0.0769,4302,active,1,NOERROR,4,0,0,3,8,0,300,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002526,ibm-3912.io,io,11,8,2,0,4,1,3.2776,0,0,0.3636,0.0909,4189,active,1,NOERROR,1,1,3,5,6,2,900,900,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002527,status-stackoverflow.net,net,24,20,2,0,0,1,3.8035,0,0,0.0,0.0417,2910,active,0,NOERROR,3,0,1,4,7,1,1800,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002528,support-adobe.jp,jp,16,13,2,0,0,1,3.5778,1,0,0.0,0.0625,6143,active,1,NOERROR,2,0,2,5,7,0,1800,3600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002529,mozilla-1866.de,de,15,12,2,0,4,1,3.6402,0,0,0.2667,0.0667,8696,active,1,NOERROR,3,0,1,3,3,0,900,900,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002530,adobe-3399.jp,jp,13,10,2,0,4,1,3.3927,0,0,0.3077,0.0769,7899,active,0,NOERROR,3,0,1,2,2,2,600,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002531,linkedin-2464.org,org,17,13,2,0,4,1,3.7345,0,0,0.2353,0.0588,4674,active,0,NOERROR,4,2,2,4,4,2,900,1800,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002532,ubuntu-4421.gov,gov,15,11,2,0,4,1,3.4566,0,0,0.2667,0.0667,2079,active,1,NOERROR,2,1,0,4,4,1,300,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002533,confirm-account-amazon.online,online,29,22,2,0,0,2,3.647,2,1,0.0,0.069,1,active,0,NOERROR,1,0,1,3,1,0,60,60,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002534,login-outlook-secure.click,click,26,20,2,0,0,2,3.6424,2,0,0.0,0.0769,127,active,1,NOERROR,1,0,0,2,0,1,120,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002535,wikipedia-3053.com,com,18,14,2,0,4,1,3.7947,0,0,0.2222,0.0556,4859,active,1,NOERROR,1,0,3,5,6,1,900,900,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002536,account-apple.work,work,18,13,2,0,0,1,3.7255,1,1,0.0,0.0556,163,active,0,NOERROR,2,1,1,3,1,1,120,480,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002537,github-3440.net,net,15,11,2,0,4,1,3.6402,0,0,0.2667,0.0667,1839,active,0,NOERROR,1,1,1,3,2,2,3600,3600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002538,dropbox-verification-542.live,live,29,24,2,0,3,2,4.1423,0,0,0.1034,0.069,45,active,0,NOERROR,1,0,1,2,0,0,60,120,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002539,paypal-signin-903.vip,vip,21,17,2,0,3,2,3.6538,1,1,0.1429,0.0952,170,active,0,NOERROR,1,0,1,2,2,0,600,2400,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002540,outlook-verification-719.site,site,29,24,2,0,3,2,4.0044,0,0,0.1034,0.069,31,active,0,NOERROR,2,0,0,2,0,1,600,2400,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002541,linkedin-4034.de,de,16,13,2,0,4,1,3.375,0,0,0.25,0.0625,6251,active,0,NOERROR,1,0,0,5,7,1,900,900,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002542,docusign-secure-unlock.site,site,27,22,2,0,0,2,3.7542,1,0,0.0,0.0741,7,active,0,NOERROR,1,1,0,2,1,0,600,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002543,recovery-google.work,work,20,15,2,0,0,1,3.3464,0,1,0.0,0.05,180,active,0,NOERROR,2,0,0,2,1,0,600,2400,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002544,microsoft-verification-10.top,top,29,25,2,0,2,2,3.8664,0,1,0.069,0.069,42,active,0,NOERROR,1,1,1,2,2,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002545,dropbox-secure-confirm.site,site,27,22,2,0,0,2,3.9303,2,0,0.0,0.0741,178,active,0,NOERROR,2,0,1,3,1,1,600,2400,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002546,paypal-secure-signin.buzz,buzz,25,20,2,0,0,2,3.9239,2,1,0.0,0.08,140,active,0,NOERROR,2,0,1,2,1,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002547,docs-google.in,in,14,11,2,0,0,1,3.3249,0,1,0.0,0.0714,8256,active,1,NOERROR,2,0,3,4,5,2,300,600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002548,support-iana.net,net,16,12,2,0,0,1,3.5,1,0,0.0,0.0625,3210,active,0,NOERROR,2,2,2,5,4,1,900,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002549,linkedin-4795.edu,edu,17,13,2,0,4,1,3.6169,0,0,0.2353,0.0588,4220,active,0,NOERROR,3,1,2,4,8,0,300,300,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002550,docs-icann.co,co,13,10,2,0,0,1,3.027,0,0,0.0,0.0769,7665,active,1,NOERROR,1,2,0,2,6,2,300,600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002551,apple-1480.jp,jp,13,10,2,0,4,1,3.3347,0,1,0.3077,0.0769,7216,active,1,NOERROR,4,0,0,5,3,2,1800,7200,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002552,unlock-paypal.live,live,18,13,2,0,0,1,3.6835,0,1,0.0,0.0556,17,active,0,NOERROR,1,0,1,2,1,1,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002553,linkedin-2682.com,com,17,13,2,0,4,1,3.7345,0,0,0.2353,0.0588,1960,active,1,NOERROR,1,0,1,4,8,0,1800,3600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002554,iana-2164.gov,gov,13,9,2,0,4,1,3.5466,0,0,0.3077,0.0769,2234,active,0,NOERROR,4,1,3,5,2,2,600,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002555,verify-account-netflix.click,click,28,22,2,0,0,2,3.9233,2,1,0.0,0.0714,171,active,1,NOERROR,2,1,1,3,2,1,60,60,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002556,paypal-verification-159.icu,icu,27,23,2,0,3,2,4.0603,0,1,0.1111,0.0741,130,active,0,NOERROR,1,0,1,3,0,1,120,480,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002557,dropbox-billing.online,online,22,15,2,0,0,1,3.504,0,0,0.0,0.0455,83,active,0,NOERROR,1,1,1,2,0,0,120,120,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002558,signin-apple.xyz,xyz,16,12,2,0,0,1,3.625,1,1,0.0,0.0625,172,active,0,NOERROR,2,0,0,2,2,0,600,600,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002559,oracle-4134.co,co,14,11,2,0,4,1,3.3788,0,0,0.2857,0.0714,4244,active,0,NOERROR,1,2,0,3,7,2,900,900,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002560,dropbox-verify-8304.buzz,buzz,24,19,2,0,4,2,4.1683,1,0,0.1667,0.0833,180,active,0,NOERROR,1,0,0,2,0,0,60,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002561,apple-verification-65.buzz,buzz,26,21,2,0,2,2,4.1329,0,1,0.0769,0.0769,114,active,1,NOERROR,2,0,0,2,2,0,300,300,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002562,apple-1060.com,com,14,10,2,0,4,1,3.5216,0,1,0.2857,0.0714,3829,active,1,NOERROR,1,1,0,5,4,1,3600,3600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002563,login-account-amazon.top,top,24,20,2,0,0,2,3.6054,2,1,0.0,0.0833,162,active,0,NOERROR,1,1,0,3,1,1,600,2400,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002564,billing-account-amazon.top,top,26,22,2,0,0,2,3.7672,1,1,0.0,0.0769,13,active,0,NOERROR,1,1,0,3,0,1,120,480,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002565,linkedin-2243.io,io,16,13,2,0,4,1,3.4528,0,0,0.25,0.0625,5254,active,1,NOERROR,2,0,1,2,2,0,900,1800,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002566,linkedin-secure-update.live,live,27,22,2,0,0,2,3.7784,2,0,0.0,0.0741,57,active,1,NOERROR,1,0,0,2,0,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002567,support-python.com,com,18,14,2,0,0,1,3.5305,1,0,0.0,0.0556,5231,active,0,NOERROR,3,2,3,4,7,2,900,900,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002568,api-cisco.net,net,13,9,2,0,0,1,3.3927,0,0,0.0,0.0769,8400,active,1,NOERROR,2,1,0,3,8,2,600,2400,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002569,icloud-verify.top,top,17,13,2,0,0,1,3.8522,1,0,0.0,0.0588,39,active,0,NOERROR,1,0,1,3,2,0,120,480,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002570,mozilla-2771.co,co,15,12,2,0,4,1,3.5069,0,0,0.2667,0.0667,2256,active,1,NOERROR,3,2,0,3,4,1,900,900,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002571,wikipedia-4656.jp,jp,17,14,2,0,4,1,3.5725,0,0,0.2353,0.0588,7480,active,1,NOERROR,2,1,0,5,2,0,300,600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002572,cloudflare-2548.com,com,19,15,2,0,4,1,3.9321,0,0,0.2105,0.0526,1890,active,1,NOERROR,1,0,2,4,7,1,300,300,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002573,icloud-password-4697.click,click,26,20,2,0,4,2,4.056,0,0,0.1538,0.0769,65,active,1,NOERROR,1,0,1,2,0,1,600,2400,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002574,docusign-verification-778.xyz,xyz,29,25,2,0,3,2,4.2373,0,0,0.1034,0.069,2,active,1,NOERROR,2,0,1,3,2,0,120,240,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002575,netflix-account-8471.online,online,27,20,2,0,4,2,3.9401,1,1,0.1481,0.0741,64,active,0,NOERROR,2,1,0,2,2,0,120,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002576,ibm-3055.gov,gov,12,8,2,0,4,1,3.4183,0,0,0.3333,0.0833,7293,active,1,NOERROR,4,1,0,4,6,0,600,2400,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002577,amazon-billing-account.work,work,27,22,2,0,0,2,3.9303,1,1,0.0,0.0741,93,active,0,NOERROR,1,1,0,3,0,1,120,120,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002578,stripe-1688.net,net,15,11,2,0,4,1,3.5069,0,0,0.2667,0.0667,1700,active,0,NOERROR,4,2,0,3,7,2,600,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002579,support-google.de,de,17,14,2,0,0,1,3.4548,1,1,0.0,0.0588,6128,active,0,NOERROR,3,1,0,3,8,2,1800,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002580,icann-3296.in,in,13,10,2,0,4,1,3.1808,0,0,0.3077,0.0769,6948,active,0,NOERROR,1,1,0,3,3,0,300,300,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002581,ubuntu-1832.com,com,15,11,2,0,4,1,3.5899,0,0,0.2667,0.0667,6847,active,0,NOERROR,1,2,0,4,3,1,900,1800,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002582,mozilla-4763.net,net,16,12,2,0,4,1,3.875,0,0,0.25,0.0625,1761,active,0,NOERROR,3,2,0,2,2,0,3600,7200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002583,support-linkedin-secure.vip,vip,27,23,2,0,0,2,3.8562,2,0,0.0,0.0741,62,active,0,NOERROR,1,0,0,2,1,1,120,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002584,netflix-account-account.live,live,28,23,2,0,0,2,3.682,1,1,0.0,0.0714,62,active,0,NOERROR,2,0,0,2,1,1,600,600,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002585,support-apple.info,info,18,13,2,0,0,1,3.6144,1,1,0.0,0.0556,136,active,1,NOERROR,1,0,1,3,1,1,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002586,api-microsoft.com,com,17,13,2,0,0,1,3.4548,0,1,0.0,0.0588,7922,active,1,NOERROR,1,2,0,3,4,2,900,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002587,google-3524.edu,edu,15,11,2,0,4,1,3.5069,0,1,0.2667,0.0667,6136,active,1,NOERROR,1,2,1,5,3,0,900,900,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002588,status-amazon.org,org,17,13,2,0,0,1,3.4548,0,1,0.0,0.0588,5511,active,0,NOERROR,2,2,2,3,3,1,900,900,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002589,ubuntu-3996.org,org,15,11,2,0,4,1,3.4566,0,0,0.2667,0.0667,2182,active,0,NOERROR,2,1,1,4,8,0,3600,3600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002590,apple-billing.top,top,17,13,2,0,0,1,3.4104,0,1,0.0,0.0588,104,active,1,NOERROR,2,1,0,2,2,0,120,480,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002591,microsoft-account-9097.top,top,26,22,2,0,4,2,3.8731,1,1,0.1538,0.0769,4,active,0,NOERROR,1,0,1,2,1,0,60,120,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002592,outlook-signin-account.vip,vip,26,22,2,0,0,2,3.7193,2,0,0.0,0.0769,57,active,0,NOERROR,1,0,0,3,1,0,60,60,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002593,dropbox-2813.in,in,15,12,2,0,4,1,3.7736,0,0,0.2667,0.0667,7488,active,1,NOERROR,4,2,2,2,6,0,1800,3600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002594,adobe-secure-account.site,site,25,20,2,0,0,2,3.6537,2,0,0.0,0.08,32,active,0,NOERROR,1,0,0,2,2,0,120,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002595,cloud-stackoverflow.io,io,22,19,2,0,0,1,3.914,0,0,0.0,0.0455,729,active,0,NOERROR,1,2,3,5,2,0,300,300,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002596,stackoverflow-4073.gov,gov,22,18,2,0,4,1,4.1524,0,0,0.1818,0.0455,4326,active,1,NOERROR,3,2,1,5,4,0,900,3600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002597,update-paypal-secure.live,live,25,20,2,0,0,2,3.7035,2,1,0.0,0.08,80,active,0,NOERROR,2,1,0,3,1,1,60,60,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002598,cisco-2047.io,io,13,10,2,0,4,1,3.2389,0,0,0.3077,0.0769,4216,active,0,NOERROR,2,0,2,2,4,2,600,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002599,cloudflare-2137.co,co,18,15,2,0,4,1,3.8366,0,0,0.2222,0.0556,4268,active,0,NOERROR,2,2,1,3,3,1,300,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002600,apple-1096.org,org,14,10,2,0,4,1,3.6645,0,1,0.2857,0.0714,1579,active,0,NOERROR,2,0,3,5,3,2,600,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002601,amazon-3738.de,de,14,11,2,0,4,1,3.5216,0,1,0.2857,0.0714,5228,active,1,NOERROR,2,2,0,2,3,2,300,300,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002602,dropbox-verification-377.xyz,xyz,28,24,2,0,3,2,4.182,0,0,0.1071,0.0714,83,active,0,NOERROR,2,0,0,3,2,1,60,60,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002603,dropbox-1619.gov,gov,16,12,2,0,4,1,3.5778,0,0,0.25,0.0625,6115,active,1,NOERROR,3,2,3,3,6,0,600,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002604,outlook-verify.site,site,19,14,2,0,0,1,3.6819,1,0,0.0,0.0526,3,active,0,NOERROR,1,0,0,3,0,1,120,120,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002605,adobe-4854.co,co,13,10,2,0,4,1,3.3927,0,0,0.3077,0.0769,7863,active,1,NOERROR,1,0,3,5,7,1,900,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D002606,stackoverflow-2938.com,com,22,18,2,0,4,1,4.1524,0,0,0.1818,0.0455,5554,active,0,NOERROR,3,0,3,4,8,2,300,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D002607,amazon-verification-664.buzz,buzz,28,23,2,0,3,2,4.0122,0,1,0.1071,0.0714,81,active,1,NOERROR,2,0,0,3,2,0,60,60,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002608,ibm-4225.de,de,11,8,2,0,4,1,3.2776,0,0,0.3636,0.0909,4735,active,0,NOERROR,4,2,1,3,4,2,600,1200,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002609,login-amazon.xyz,xyz,16,12,2,0,0,1,3.5,1,1,0.0,0.0625,69,active,0,NOERROR,1,1,0,3,2,1,60,240,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D002610,microsoft-verification-628.click,click,32,26,2,0,3,2,3.9886,0,1,0.0938,0.0625,177,active,0,NOERROR,2,0,0,2,0,0,300,300,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D002611,cloudflare-1320.co,co,18,15,2,0,4,1,3.8366,0,0,0.2222,0.0556,8600,active,1,NOERROR,3,1,2,3,3,2,3600,3600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
